id,price
0,7.042346918935524
1,8.364821311864626
2,7.615627926380401
3,8.531457158072929
4,9.548297566799109
5,8.421735584106127
6,6.076218305962687
7,9.247371918003545
8,8.83834259483776
9,8.94954514940935
10,8.475299197109978
11,7.475006550915648
12,9.243290507924714
13,7.915793283567329
14,9.652224598033952
15,6.914563692915002
16,6.6116885180531
17,6.395908450495475
18,8.63292421657575
19,8.393154629294436
20,6.824548782032854
21,6.253533644136338
22,9.48851333636386
23,7.381420806555848
24,9.15057100784817
25,6.399798462422218
26,7.829391948210927
27,8.101751251162112
28,6.460152310040163
29,8.894583995187133
30,8.546087289706032
31,8.487531922159208
32,9.5812464444308
33,8.442596450681998
34,7.848590718595481
35,6.372980036782544
36,7.986795974228642
37,6.553332142657361
38,8.817318649470566
39,7.166475473585831
40,6.785254419200167
41,7.853568955843445
42,9.02476340565881
43,8.257225933419964
44,6.167973954126605
45,8.198517349459943
46,8.900319265843132
47,7.386060655633087
48,8.339764563585046
49,6.1993288735445775
50,7.713953206227842
51,8.318558890436382
52,8.699171897791546
53,7.809229869191509
54,7.971216002638365
55,8.252672657492408
56,7.958925274087805
57,9.483529692750931
58,7.821605454639833
59,7.178233265590201
60,7.551100221739484
61,7.596949853481745
62,7.482767874175418
63,8.417652965530829
64,8.21396769736821
65,8.71378941010256
66,8.518171933341813
67,6.996292630788953
68,7.634580808325864
69,6.751373431348936
70,7.881484517860184
71,7.019699080444564
72,7.541882335113883
73,9.600338985414512
74,7.069940615362663
75,6.422126203563067
76,6.683279753061331
77,6.271515339009249
78,8.926076497604864
79,8.326627412783859
80,6.605311114297733
81,8.334768016831092
82,6.913261937663092
83,6.837553744830148
84,6.393405168293622
85,7.698339671466969
86,7.83799461269655
87,8.537162156594059
88,7.0422144493746845
89,6.191922775359991
90,7.047212383555544
91,6.835102654513936
92,5.93904461081107
93,6.533789997606168
94,6.350184421481319
95,6.788792005134565
96,8.292448016735575
97,6.502346043590871
98,8.334336296295865
99,7.857373924083128
100,7.286475253128392
101,8.181210482879528
102,8.428496591448948
103,7.962615488653973
104,8.27070313901675
105,7.714600474175164
106,7.730408967655736
107,7.544890475964617
108,8.659848650048824
109,7.300467284826827
110,6.7760029835684366
111,6.194032362530435
112,7.969857688975869
113,6.910784801802714
114,6.380560610758438
115,6.166995518840564
116,6.135564299422232
117,8.54201224295486
118,6.315526803571978
119,6.851856219993528
120,6.6897148758046105
121,9.078706390105934
122,6.563998382647194
123,9.19467224775302
124,7.839634649736404
125,8.168841500958427
126,7.447744490441048
127,8.23582529353393
128,7.035992914559422
129,6.707823760124029
130,8.39768433685384
131,7.494745045839553
132,8.320568649344798
133,8.082895919368108
134,9.706096206630088
135,6.622267219901087
136,7.550076573337624
137,9.192489466847547
138,7.56969707379516
139,6.620377674744582
140,8.674706670871911
141,6.960373961101249
142,7.474524204360264
143,8.495576240936634
144,7.965918657513573
145,9.21691658960069
146,6.859285249733633
147,8.351215392434101
148,6.900895408968423
149,6.413382728621029
150,7.633981913898751
151,6.684120167295825
152,9.45707481160155
153,8.717789780060613
154,6.699194934438562
155,6.615716768863644
156,6.740412600900352
157,7.829291940136527
158,7.436557925317615
159,7.065147643510032
160,6.821441978645193
161,7.525483274919828
162,8.287182226295583
163,8.742101334226113
164,6.597605021412509
165,6.179334125175944
166,9.28890066536107
167,6.22007259725895
168,8.677714318846455
169,6.265428112384292
170,6.90141989760819
171,8.911360635889402
172,8.137648851221858
173,9.633964265677012
174,7.063371811480397
175,7.760631610559202
176,8.396145258538382
177,7.1766277721080325
178,7.094228354469891
179,7.786294196269545
180,8.572335105354199
181,6.641497268566472
182,8.799672820843375
183,7.251220992952214
184,6.045407744719969
185,6.815064476798417
186,6.29980361279478
187,6.504142801470959
188,7.552827422107185
189,6.357083569033719
190,8.437717321873496
191,8.022594687410905
192,9.426809317538083
193,6.509523441314089
194,7.616630245688505
195,7.846707858598317
196,8.340175350942436
197,8.094068269959488
198,6.482966847692793
199,7.7724822343639985
200,7.997883025397781
201,7.91241907817925
202,7.108478938822576
203,6.426759532077993
204,9.620507530299482
205,8.273986050039397
206,9.701540172979978
207,9.46440120886452
208,8.44469414452316
209,7.263587974680719
210,8.742974041165699
211,7.892665367274777
212,7.371366420784231
213,8.090550367070827
214,8.124363800101863
215,6.945541703713976
216,7.67313380143809
217,7.097688640754106
218,6.52949645547891
219,6.838818925753563
220,7.982832606504691
221,8.696830305654474
222,7.425795218576267
223,6.1887317457294655
224,8.08525661268996
225,8.177477807850773
226,8.01340434641181
227,8.185943239478895
228,6.979485047515371
229,8.978655688421092
230,8.278491086456148
231,8.95945826216189
232,6.592279268263402
233,6.86395537160727
234,7.7429088647767
235,8.353333349224764
236,6.626321204396787
237,6.6710835095028775
238,6.594801763020588
239,9.492898760860248
240,7.560657391222886
241,6.755370956497466
242,6.441247668532694
243,7.901996612658195
244,8.292964953216822
245,7.535325363119481
246,7.948614371707399
247,7.853688122797856
248,7.978660063239626
249,6.784420276449107
250,6.815583393589163
251,7.240021521369785
252,7.75203212197758
253,6.538839989877221
254,8.335635251169606
255,6.244879762955039
256,8.90540973067838
257,7.825209308339652
258,6.725105887709772
259,6.591740601042283
260,7.273418322211848
261,6.822216912847474
262,9.564642711916434
263,9.415687458309266
264,8.350770110270634
265,9.627227576822612
266,8.22998775981803
267,7.369724627971686
268,8.873183661776693
269,9.290391645401652
270,6.374492535113949
271,8.751597836477458
272,6.705745387051103
273,8.226038327444227
274,7.50145491951982
275,8.480878606299992
